sn,time,msg,server_model
d92db5cfa7b2,2020/4/22 4:08, Memory CPU0C0_DIMM_Stat | Uncorrectable ECC | Asserted,SM23
d92db5cfa7b2,2020/4/22 4:08, Processor CPU0_Status | Configuration Error | Asserted,SM23
d92db5cfa7b2,2020/4/22 4:08, Processor CPU0_Status | Configuration Error | Asserted,SM23
d92db5cfa7b2,2020/4/22 4:08, Memory CPU0C0_DIMM_Stat | Uncorrectable ECC | Asserted,SM23
d92db5cfa7b2,2020/4/22 4:08, Processor CPU0_Status | Configuration Error | Asserted,SM23
d97f2120e6db,2020/7/10 16:36, Memory MEM_CHH0_Status | Correctable ECC | Asserted,SM13
d9802957ed04,2020/5/10 12:17, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
d9802957ed04,2020/5/10 11:39, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
d9802957ed04,2020/5/10 11:58, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
d9802957ed04,2020/5/10 12:12, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
d9802957ed04,2020/5/10 12:26, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
d9802957ed04,2020/5/10 11:11, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
d9802957ed04,2020/5/10 11:29, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
d9802957ed04,2020/5/10 11:53, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
d9802957ed04,2020/5/10 12:02, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
d9802957ed04,2020/5/10 11:34, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
d9802957ed04,2020/5/10 12:31, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
d9802957ed04,2020/5/10 13:01, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
d9802957ed04,2020/5/10 12:07, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
d9802957ed04,2020/5/10 11:16, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
d9802957ed04,2020/5/10 11:24, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
d9802957ed04,2020/5/10 11:20, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
d9802957ed04,2020/5/10 12:36, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
d9802957ed04,2020/5/10 11:48, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
d9802957ed04,2020/5/10 12:21, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
d9802957ed04,2020/5/10 11:43, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
d9802957ed04,2020/5/10 11:06, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
d9802957ed04,2020/5/10 13:03, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
d9ab87b34092,2020/5/16 7:34, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted,SM23
d9ab87b34092,2020/5/16 12:52, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted,SM23
d9c50340fcbe,2020/10/5 11:37, Memory #0xf9 | Correctable ECC | Asserted,SM16
da1d9ecd00a3,2020/4/13 11:48, Processor CPU_CATERR | State Asserted | Asserted,SM23
da1d9ecd00a3,2020/3/23 18:18, Processor CPU_CATERR | State Asserted | Asserted,SM23
da1d9ecd00a3,2020/3/23 18:17, Unknown #0x17 |  | Asserted,SM23
da1d9ecd00a3,2020/4/13 11:47, Unknown #0x17 |  | Asserted,SM23
da3646225339,2020/9/13 3:37, Memory #0xf9 | Correctable ECC | Asserted,SM17
da3646225339,2020/9/13 18:22, Memory #0xf9 | Correctable ECC | Asserted,SM17
da36921002c3,2020/7/29 17:59, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM54
da36921002c3,2020/7/29 17:58, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM54
da36921002c3,2020/7/29 17:57, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM54
da3d87487634,2020/6/17 6:21," Power Supply PS1_Status | AC out-of-range, but present | Asserted",SM50
da3d87487634,2020/6/17 18:40, Power Supply PS1_Status | Power Supply AC lost | Asserted,SM50
da3d87487634,2020/6/17 6:21," Power Supply PS1_Status | AC out-of-range, but present | Deasserted",SM50
da3d87487634,2020/6/17 6:21, Power Supply PS1_Status | Power Supply AC lost | Asserted,SM50
da3d87487634,2020/6/17 18:40," Power Supply PS1_Status | AC out-of-range, but present | Asserted",SM50
da3d87487634,2020/6/17 6:21, Power Supply PS1_Status | Power Supply AC lost | Deasserted,SM50
da3d87487634,2020/6/17 19:01, Power Supply PS1_Status | Power Supply AC lost | Deasserted,SM50
da3d87487634,2020/6/17 19:01," Power Supply PS1_Status | AC out-of-range, but present | Deasserted",SM50
da55e9aa199f,2020/8/8 10:26, Memory #0xf9 | Correctable ECC | Asserted,SM16
da55e9aa199f,2020/8/8 10:18, Memory #0xf9 | Correctable ECC | Asserted,SM16
da7512fa74a4,2020/5/19 4:20, Processor CPU_CATERR | State Asserted | Asserted,SM31
daa89f4a3b98,2020/2/29 12:17, Memory #0xf9 | Correctable ECC | Asserted,SM24
daa89f4a3b98,2020/2/29 12:04, Memory #0xf9 | Correctable ECC | Asserted,SM24
dabe807a0de8,2020/9/19 11:38, Memory DIMM131 | Correctable ECC logging limit reached | Asserted,SM6
dac3a5a32a3d,2020/1/1 18:03, Memory #0xf9 | Correctable ECC | Asserted,SM22
dac3a5a32a3d,2020/1/1 19:17, Memory #0xf9 | Correctable ECC | Asserted,SM22
dad6becbdaf7,2020/10/30 16:21, Drive Slot / Bay HDD_L_20_Status | Drive Fault | Asserted,SM53
dae1f9fe1c2e,2020/4/4 10:03, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM53
dae1f9fe1c2e,2020/4/4 10:03, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM53
dae1f9fe1c2e,2020/4/4 10:06, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM53
dae1f9fe1c2e,2020/4/4 10:03, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM53
db0b28a12f1d,2020/5/6 1:12, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted,SM23
db0e66fdf97f,2020/1/5 14:40, Processor CPU_CATERR | State Asserted | Asserted,SM23
db389b547555,2020/3/27 12:52, Memory #0xe2 | Correctable ECC | Asserted,SM51
db78fc5f5309,2020/3/6 22:14, Memory #0x87 | Correctable ECC | Asserted,SM92
db78fc5f5309,2020/3/6 23:43, Memory #0x87 | Correctable ECC | Asserted,SM92
db78fc5f5309,2020/3/6 23:55, System Boot Initiated #0xb8 | Initiated by warm reset | Asserted,SM92
db78fc5f5309,2020/3/6 22:27, Memory #0x87 | Correctable ECC | Asserted,SM92
db78fc5f5309,2020/3/6 23:43, Processor CPU_CATERR |  | Asserted,SM92
db78fc5f5309,2020/3/6 23:43, Memory #0x87 | Uncorrectable ECC | Asserted,SM92
db78fc5f5309,2020/3/6 23:43, Processor CPU_CATERR | Uncorrectable machine check exception | Asserted,SM92
db78fc5f5309,2020/3/6 22:14, Memory #0x87 | Correctable ECC | Asserted,SM92
db79438c4414,2020/2/26 8:57, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM29
db8760171698,2020/7/7 12:42," Power Supply PS2_Status | AC out-of-range, but present | Asserted",SM66
dba470aa1899,2020/9/10 6:41, System Event #0x10 | Timestamp Clock Sync | Asserted,SM16
dba470aa1899,2020/9/10 6:43, OS Boot #0xe9 | boot completed - device not specified | Asserted,SM16
dba470aa1899,2020/9/10 6:39, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM16
dba470aa1899,2020/9/10 6:39, Microcontroller/Coprocessor #0x16 | Transition to Running | Asserted,SM16
dba470aa1899,2020/9/10 6:41, System Event #0x10 | Timestamp Clock Sync | Asserted,SM16
dba470aa1899,2020/9/10 6:39, Microcontroller #0x16 | Transition to Running | Asserted,SM16
dba470aa1899,2020/9/10 6:40, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM16
dba470aa1899,2020/9/10 6:43, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM16
dba510540982,2020/6/24 21:16, Memory #0xe2 | Correctable ECC | Asserted,SM66
dba510540982,2020/6/24 21:18, Memory #0xe2 | Correctable ECC | Asserted,SM66
dba510540982,2020/6/24 21:18, Memory #0xe2 | Correctable ECC | Asserted,SM66
dba510540982,2020/6/24 21:16, Memory #0xe2 | Correctable ECC | Asserted,SM66
dbc0c1bb13ad,2020/6/12 16:37, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted,SM35
dbc0c1bb13ad,2020/6/12 17:06, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted,SM35
dbd1571c4881,2020/5/20 1:57, Memory #0xe2 | Correctable ECC | Asserted,SM51
dbd620b087e2,2020/6/30 14:34, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted,SM39
dbdd87d9d7a9,2020/2/23 4:48, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:45, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:38, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:47, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:50, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:33, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:37, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:35, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:49, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:35, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:43, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:38, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:44, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:40, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:44, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:46, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:51, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:36, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:41, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:33, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:42, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:34, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:32, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:31, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:32, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:39, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:41, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbdd87d9d7a9,2020/2/23 4:48, Memory #0xe2 | Correctable ECC logging limit reached | Asserted,SM59
dbe78edca31f,2020/9/7 1:50, Memory CPU1B0_DIMM_Stat | Uncorrectable ECC | Asserted,SM35
dbe78edca31f,2020/9/7 1:50, Processor CPU0_Status | Configuration Error | Asserted,SM35
dbf659813239,2020/3/12 14:10, Memory #0xf9 | Correctable ECC | Asserted,SM19
dbf659813239,2020/3/12 14:13, Memory #0xf9 | Correctable ECC | Asserted,SM19
dc03f6b29140,2020/4/13 13:25, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted,SM27
dc0b133dbde7,2019/12/28 22:14, Memory Memory_Status | Correctable ECC | Asserted,SM99
dc2c984e9ccf,2020/6/23 5:34, Memory #0xe2 | Uncorrectable ECC | Asserted,SM51
dc3dfb3e2419,2019/12/31 12:23, Memory MEM_CHH0_Status | Correctable ECC | Asserted,SM13
dc4c8582e1ec,2020/2/4 20:27, Memory CPU1B0_DIMM_Stat | Uncorrectable ECC | Deasserted,SM23
dc4c8582e1ec,2020/2/4 20:25, Processor CPU0_Status | Configuration Error | Asserted,SM23
dc4c8582e1ec,2020/2/4 20:27, Memory CPU1B0_DIMM_Stat | Correctable ECC | Deasserted,SM23
dc4c8582e1ec,2020/2/4 20:27, Processor CPU0_Status | Configuration Error | Deasserted,SM23
dc4c8582e1ec,2020/2/4 20:25, Memory CPU1B0_DIMM_Stat | Uncorrectable ECC | Asserted,SM23
dc4c8582e1ec,2020/2/4 19:04, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted,SM23
dc4c8582e1ec,2020/2/4 20:30, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM23
dc73dec1b96f,2020/6/4 17:56, Processor CPU_CATERR | State Asserted | Asserted,SM52
dca45af48808,2020/9/1 14:07, Processor CPU0_Status | Uncorrectable machine check exception | Asserted,SM26
dca45af48808,2020/9/1 14:14, Microcontroller #0x16 | Transition to Running | Asserted,SM26
dca45af48808,2020/9/1 14:16, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM26
dca45af48808,2020/9/1 14:14, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM26
dca45af48808,2020/9/1 14:09, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM26
dca45af48808,2020/9/1 14:16, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM26
dca45af48808,2020/9/1 14:09, Processor CPU0_Status | Uncorrectable machine check exception | Deasserted,SM26
dcaf3d3dbc54,2020/1/19 18:53, Memory #0xe2 | Correctable ECC | Asserted,SM15
dcaf3d3dbc54,2020/1/19 18:53, Memory #0xe2 | Correctable ECC (@DIMM@&#39;(CPU1)) | Asserted,SM15
dcd6fdfb6509,2020/10/15 19:42, OS Boot BIOS_Boot_Up | boot completed - device not specified | Asserted,SM13
dcd6fdfb6509,2020/10/15 19:38, Memory MEM_CHB0_Status | Uncorrectable ECC | Asserted,SM13
dcd6fdfb6509,2020/10/15 19:39, System Boot Initiated System Restart | System Restart | Asserted,SM13
dcda66c3e15d,2020/4/10 11:20, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM35
dcda66c3e15d,2020/4/10 11:09, Processor CPU0_Status | IERR | Asserted,SM35
dcda66c3e15d,2020/4/10 11:09, Processor CPU1_Status | IERR | Asserted,SM35
dcda66c3e15d,2020/4/10 11:23, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM35
dcda66c3e15d,2020/4/10 11:20, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM35
dcda66c3e15d,2020/4/10 11:20, Processor CPU1_Status | IERR | Deasserted,SM35
dcda66c3e15d,2020/4/10 11:20, Processor CPU0_Status | IERR | Deasserted,SM35
dcda66c3e15d,2020/4/10 11:32, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM35
dd0dcdb5059c,2020/6/3 4:15, Memory #0xe2 | Correctable ECC | Asserted,SM68
dd0dcdb5059c,2020/6/3 6:01, Memory #0xe2 | Correctable ECC | Asserted,SM68
dd1a46bc5143,2020/8/14 2:56, Unknown CPU0 MCERR |  | Asserted,SM63
dd1a46bc5143,2020/8/14 2:56, Unknown CPU0 CATERR |  | Asserted,SM63
dd26360adf48,2020/1/5 9:32, Processor CPU1_Status | Configuration Error | Asserted,SM35
dd26360adf48,2020/1/5 9:32, Memory CPU1F0_DIMM_Stat | Uncorrectable ECC | Asserted,SM35
dd2aa6695d18,2020/2/28 4:01, Processor CPU_CATERR | State Asserted | Asserted,SM23
dd3587f73f66,2020/5/28 18:14, Memory #0xf9 | Correctable ECC | Asserted,SM16
dd3587f73f66,2020/5/28 18:09, Memory #0xf9 | Correctable ECC | Asserted,SM16
dd55af55ea6b,2020/4/21 10:56, Temperature CPU0 Temp | Upper Non-critical going high | Deasserted | Reading 55 &gt; Threshold 91 degrees C,SM83
dd55af55ea6b,2020/4/21 11:54, Microcontroller #0x3b | Transition to Running | Asserted,SM83
dd55af55ea6b,2020/4/21 11:45, Microcontroller #0x3b | Transition to Running | Asserted,SM83
dd55af55ea6b,2020/4/21 10:56, Unknown CPU0 CATERR |  | Asserted,SM83
dd55af55ea6b,2020/4/21 10:56, Unknown CPU0 MCERR |  | Asserted,SM83
dd55af55ea6b,2020/4/21 11:45, System Event #0xff | Timestamp Clock Sync | Asserted,SM83
dd55af55ea6b,2020/4/21 11:46, System Event #0xff | Timestamp Clock Sync | Asserted,SM83
dd55af55ea6b,2020/4/21 11:45, System Boot Initiated | Initiated by power up | Asserted,SM83
dd55af55ea6b,2020/4/21 10:56, Temperature CPU0 Temp | Upper Non-critical going high | Asserted | Reading 95 &gt; Threshold 91 degrees C,SM83
dd55af55ea6b,2020/4/21 10:56, Temperature CPU0 Temp | Upper Critical going high | Asserted | Reading 95 &gt; Threshold 95 degrees C,SM83
dd55af55ea6b,2020/4/21 11:53, Microcontroller #0x3b | Transition to Running | Asserted,SM83
dd55af55ea6b,2020/4/21 10:56, Temperature CPU0 Temp | Upper Critical going high | Deasserted | Reading 55 &gt; Threshold 95 degrees C,SM83
dd596e50a1f0,2020/5/29 20:45, OS Boot #0xe9 | boot completed - device not specified | Asserted,SM17
dd596e50a1f0,2020/5/29 20:44, System Event #0x10 | Timestamp Clock Sync | Asserted,SM17
dd596e50a1f0,2020/5/29 20:45, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM17
dd596e50a1f0,2020/5/29 20:42, Memory #0xf9 | Uncorrectable ECC | Asserted,SM17
dd596e50a1f0,2020/5/29 20:43, System Event #0x10 | Timestamp Clock Sync | Asserted,SM17
dd5f13d9ae26,2020/4/11 15:12, Memory #0xf9 | Correctable ECC | Asserted,SM17
dd630eeb9475,2020/9/7 6:59, Power Supply PS2_Status | Failure detected () | Asserted,SM12
dd720c15970d,2020/10/14 2:44, Power Unit Pwr Unit Status | Power off/down | Deasserted,SM63
dd720c15970d,2020/9/4 2:34, Power Unit Pwr Unit Status | Power off/down | Deasserted,SM63
dd720c15970d,2020/10/14 4:06, Power Unit Pwr Unit Status | Power off/down | Asserted,SM63
dd720c15970d,2020/10/14 2:39, Unknown CPU0 CATERR |  | Asserted,SM63
dd720c15970d,2020/10/14 2:46, System Boot Initiated | Initiated by power up | Asserted,SM63
dd720c15970d,2020/9/4 0:56, Power Unit Pwr Unit Status | Power off/down | Deasserted,SM63
dd720c15970d,2020/9/4 2:34, System Event #0xff | Timestamp Clock Sync | Asserted,SM63
dd720c15970d,2020/9/4 0:56, System Event #0xff | Timestamp Clock Sync | Asserted,SM63
dd720c15970d,2020/10/14 2:42, Unknown CPU0 CATERR |  | Deasserted,SM63
dd720c15970d,2020/10/14 2:42, Power Unit Pwr Unit Status | Power off/down | Asserted,SM63
dd720c15970d,2020/9/4 0:49, Unknown CPU0 CATERR |  | Asserted,SM63
dd720c15970d,2020/10/14 2:42, Unknown CPU0 MCERR |  | Deasserted,SM63
dd720c15970d,2020/9/4 1:11, System Boot Initiated | Initiated by power up | Asserted,SM63
dd720c15970d,2020/10/14 4:09, System Event #0xff | Timestamp Clock Sync | Asserted,SM63
dd720c15970d,2020/9/4 0:53, Unknown CPU0 MCERR |  | Deasserted,SM63
dd720c15970d,2020/9/4 2:31, Power Unit Pwr Unit Status | Power off/down | Asserted,SM63
dd720c15970d,2020/9/4 2:34, System Boot Initiated | Initiated by power up | Asserted,SM63
dd720c15970d,2020/9/4 0:53, Power Unit Pwr Unit Status | Power off/down | Asserted,SM63
dd720c15970d,2020/9/4 1:11, System Event #0xff | Timestamp Clock Sync | Asserted,SM63
dd720c15970d,2020/10/14 2:39, Unknown CPU0 MCERR |  | Asserted,SM63
dd720c15970d,2020/10/14 2:44, System Event #0xff | Timestamp Clock Sync | Asserted,SM63
dd720c15970d,2020/9/4 2:34, System Event #0xff | Timestamp Clock Sync | Asserted,SM63
dd720c15970d,2020/9/4 0:53, Unknown CPU0 CATERR |  | Deasserted,SM63
dd720c15970d,2020/10/14 4:09, System Boot Initiated | Initiated by power up | Asserted,SM63
dd720c15970d,2020/10/14 2:46, System Event #0xff | Timestamp Clock Sync | Asserted,SM63
dd720c15970d,2020/9/4 0:49, Unknown CPU0 MCERR |  | Asserted,SM63
dd720c15970d,2020/10/14 4:09, Power Unit Pwr Unit Status | Power off/down | Deasserted,SM63
dd8d126417a2,2020/6/13 11:47, Memory #0xe2 | Correctable ECC | Asserted,SM68
de3504b77ce3,2020/5/8 11:46, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted,SM35
de3504b77ce3,2020/5/8 11:49, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted,SM35
de389c31183c,2020/1/30 10:37, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 11:04, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 10:37, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 11:35, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 11:29, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 10:38, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 10:39, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 10:37, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 11:14, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 11:40, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 10:39, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 11:24, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 11:19, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 10:38, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 10:48, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 10:54, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 11:24, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 11:19, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 10:37, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 11:35, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 11:00, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 10:42, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 11:45, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 10:37, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 10:57, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 10:41, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 11:50, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 11:09, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 11:00, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 10:41, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 11:29, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 10:44, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 10:37, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 10:51, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 10:51, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 10:48, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 11:50, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 10:40, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 10:57, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 10:42, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 11:14, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 10:44, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 11:09, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 11:04, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 10:39, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 11:40, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 11:45, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 10:54, Memory #0xe2 | Correctable ECC | Asserted,SM15
de389c31183c,2020/1/30 10:40, Memory #0xe2 | Correctable ECC (@DIMM@((CPU1)) | Asserted,SM15
de389c31183c,2020/1/30 10:39, Memory #0xe2 | Correctable ECC | Asserted,SM15
de5efc0131ac,2020/10/13 6:28, Processor CPU_CATERR | State Asserted | Asserted,SM27
de651dc11960,2020/8/27 16:54, Drive Slot HDD18 | Drive Present | Deasserted,SM92
de651dc11960,2020/8/27 16:54, Drive Slot / Bay HDD18 | Drive Present | Deasserted,SM92
de651dc11960,2020/8/27 16:55, Drive Slot HDD18 | Drive Present | Asserted,SM92
de651dc11960,2020/8/27 16:55, Drive Slot / Bay HDD18 | Drive Present | Asserted,SM92
de669b2cd5d7,2020/1/27 11:08, Processor CPU1_Status | Configuration Error | Deasserted,SM32
de669b2cd5d7,2020/1/27 11:08, Processor CPU_CATERR | State Deasserted | Asserted,SM32
